,RecievedTime,FinishedRecievedTime,Latitude,Longitude,SailTime,built,dwt,loa,beam,draughtMeters
434,2019-06-27 23:46:40+00:00,2019-07-14 05:17:32+00:00,-35.177566666666664,19.4711,389.5144444444445,2009,82331,224.86,32.26,14.43
435,2019-10-27 15:56:18+00:00,2019-11-13 15:46:12+00:00,-35.03843333333333,18.069366666666667,407.83166666666665,2009,82331,224.86,32.26,14.43
436,2019-09-06 07:53:44+00:00,2019-09-21 23:29:34+00:00,-35.86290666666667,30.44838666666667,375.59722222222223,2009,82338,224.99,32.26,14.53
437,2019-10-18 19:24:46+00:00,2019-11-02 07:52:23+00:00,5.92811,95.62735333333332,348.4602777777778,2009,82338,224.99,32.26,14.53
438,2020-01-29 23:50:16+00:00,2020-02-12 23:57:46+00:00,5.622655,93.86181333333332,336.125,2009,82338,224.99,32.26,14.53
439,2019-07-22 05:05:41+00:00,2019-08-04 23:45:21+00:00,4.319766666666666,92.49089333333332,330.6611111111111,2009,82372,224.99,32.26,14.43
440,2020-01-12 00:55:08+00:00,2020-01-28 15:54:39+00:00,5.872719999999998,94.73515833333332,398.9919444444445,2005,76596,224.94,32.26,14.14
441,2019-04-25 07:40:44+00:00,2019-05-12 14:05:25+00:00,-35.04435333333333,19.177926666666668,414.41138888888884,2006,76596,224.94,32.26,14.14
442,2019-10-23 15:38:33+00:00,2019-11-07 18:02:02+00:00,-35.96835499999999,18.268196666666668,362.39138888888886,2006,76596,224.94,32.26,14.14
443,2019-10-29 15:35:37+00:00,2019-11-20 04:17:46+00:00,-35.686275,18.162428333333327,516.7025,2007,76635,225.0,32.2,14.22
444,2019-08-24 22:05:27+00:00,2019-09-08 15:50:17+00:00,5.319883333333333,93.8244,353.7472222222222,2007,92598,229.5,36.92,14.7
445,2019-12-27 22:18:25+00:00,2020-01-11 15:58:57+00:00,6.3901,94.86205,353.67555555555555,2007,92485,229.5,36.92,14.7
446,2019-08-14 14:07:22+00:00,2019-08-29 15:31:20+00:00,4.00415,92.16028333333334,361.3994444444445,2007,92576,229.5,36.92,14.7
447,2019-10-05 06:43:11+00:00,2019-10-21 07:53:30+00:00,5.533566666666666,94.10078333333334,385.17194444444436,2007,92475,229.5,36.92,14.7
448,2019-06-23 14:52:45+00:00,2019-07-09 07:49:25+00:00,5.434833333333334,94.12018333333332,376.9444444444445,2007,92524,229.5,36.92,14.7
449,2019-04-30 15:44:57+00:00,2019-05-15 23:58:47+00:00,-35.849183333333336,33.80885,368.23055555555567,2006,73546,225.0,32.26,14.0
450,2019-04-20 15:59:56+00:00,2019-05-07 07:04:25+00:00,-35.96787666666667,21.038625,399.0747222222223,2007,74456,225.0,32.26,14.27
451,2019-08-25 23:54:55+00:00,2019-09-11 15:44:13+00:00,-34.98144333333333,18.392413333333334,399.82166666666666,2008,83690,229.0,32.24,14.5
452,2019-06-27 23:53:48+00:00,2019-07-15 23:08:38+00:00,-35.12583333333333,17.927848333333333,431.2472222222222,2006,82329,228.99,32.26,14.43
453,2020-01-26 15:57:19+00:00,2020-02-12 03:03:20+00:00,-34.99493666666667,18.67911,395.10027777777776,2006,82209,228.99,32.26,14.43
454,2019-07-28 23:58:21+00:00,2019-08-14 23:37:50+00:00,-35.23526833333333,18.82838,407.6580555555557,2006,74483,225.0,32.26,14.27
455,2019-09-19 14:54:39+00:00,2019-10-02 15:49:48+00:00,5.137126666666667,93.49545666666668,312.9191666666667,2006,74483,225.0,32.26,14.27
456,2019-04-13 15:51:18+00:00,2019-04-29 07:34:16+00:00,-35.15478333333333,19.1376,375.71611111111116,2008,81487,225.0,32.26,14.38
457,2019-07-10 07:41:43+00:00,2019-07-28 08:07:18+00:00,-35.30613333333333,18.228116666666665,432.4263888888889,2008,81487,225.0,32.26,14.38
458,2019-10-05 23:52:56+00:00,2019-10-23 00:14:30+00:00,-35.245583333333336,17.835,408.35944444444436,2008,81487,225.0,32.26,14.38
459,2019-09-03 15:59:37+00:00,2019-09-23 05:42:09+00:00,-33.914761666666664,25.82046833333333,469.70888888888885,2006,82295,228.99,32.26,14.43
460,2019-04-06 23:29:22+00:00,2019-04-23 13:26:17+00:00,-34.69352166666667,17.762121666666665,397.9486111111111,2006,82295,228.99,32.26,14.43
461,2020-01-05 23:56:38+00:00,2020-01-21 07:57:52+00:00,5.547466666666668,94.09487333333334,368.02055555555563,2006,82295,228.99,32.26,14.43
462,2019-08-30 07:57:18+00:00,2019-09-14 12:18:50+00:00,-34.88339666666667,17.798013333333333,364.3588888888888,2006,76596,224.94,32.26,14.14
463,2020-01-09 07:50:36+00:00,2020-01-27 14:06:57+00:00,-34.9725,18.0165,438.2725,2008,83730,229.0,32.24,14.5
464,2019-11-22 07:58:47+00:00,2019-12-10 02:21:37+00:00,-34.850045,18.873933333333333,426.3805555555555,2008,83684,229.0,32.24,14.5
465,2019-06-03 15:59:43+00:00,2019-06-22 13:29:54+00:00,-35.090621666666664,21.78167166666667,453.5030555555555,2006,74759,225.0,32.26,14.25
466,2019-07-25 12:31:15+00:00,2019-08-09 15:56:56+00:00,3.198345,91.30508166666668,363.42805555555566,2006,74759,225.0,32.26,14.25
467,2019-09-29 15:58:34+00:00,2019-10-17 23:02:23+00:00,-33.79781333333333,26.787201666666668,439.06361111111113,2006,74759,225.0,32.26,14.25
